incident_type,state_name,incident_year,month,damageCategory,avg_month,total_amount
Severe Storm,Kentucky,2018,April,Section 324 Management Costs,4,2155926
Severe Storm,Arkansas,2014,April,Debris Removal,3,2144769
Severe Storm,Tennessee,2020,July,Debris Removal,5,2125837
Severe Storm,Mississippi,2016,January,Debris Removal,2,2122781
Severe Storm,Montana,2022,June,Utilities,7,2117721
Severe Storm,Idaho,2010,July,Roads and Bridges,4,2114774
Severe Storm,New York,2014,July,Water Control Facilities,11,2111371
Severe Storm,Nebraska,2018,August,Roads and Bridges,7,2108756
Severe Storm,Oklahoma,2019,June,Buildings and Equipment,12,2104496
Severe Storm,New Mexico,2014,October,Water Control Facilities,6,2095694
Severe Storm,Idaho,2015,December,Public Utilities,4,2092651
Severe Storm,Minnesota,2012,July,Public Buildings,4,2092350
Severe Storm,Hawaii,2018,May,Emergency Protective Measures,7,2084569
Severe Storm,Oregon,2016,February,Debris Removal,7,2081251
Severe Storm,Missouri,2022,August,Utilities,12,2080381
Severe Storm,Pennsylvania,2011,July,Water Control Facilities,10,2078991
Severe Storm,Missouri,2011,May,State Management,13,2073862
Severe Storm,Georgia,2021,May,Management Costs,10,2061753
Severe Storm,Oklahoma,2015,May,State Management,2,2059522
Severe Storm,Washington,2022,March,Emergency Protective Measures,10,2053615
Severe Storm,New Hampshire,2010,May,Roads and Bridges,3,2052926
Severe Storm,Florida,2014,May,Debris Removal,9,2042251
Severe Storm,Georgia,2016,February,Public Utilities,7,2040693
Severe Storm,Missouri,2022,August,Management Costs,11,2040179
Severe Storm,Texas,2015,November,Recreational or Other,10,2035122
Severe Storm,Montana,2022,June,"Parks, Recreational Facilities, and Other Items",8,2027338
Severe Storm,Massachusetts,2010,March,Recreational or Other,6,2019528
Severe Storm,Michigan,2021,July,Buildings and Equipment,14,2015376
Severe Storm,Hawaii,2014,September,Roads and Bridges,14,2009165
Severe Storm,Iowa,2014,July,Roads and Bridges,3,1995656
Severe Storm,South Dakota,2019,October,Roads and Bridges,11,1992134
Severe Storm,New Hampshire,2023,March,Roads and Bridges,9,1986688
Severe Storm,New Jersey,2011,October,Roads and Bridges,6,1982886
Severe Storm,Tennessee,2023,May,Debris Removal,6,1981454
Severe Storm,New Jersey,2012,July,Protective Measures,2,1976396
Severe Storm,Mississippi,2020,April,Management Costs,14,1972698
Severe Storm,California,2010,March,Public Utilities,7,1970143
Severe Storm,North Dakota,2024,February,Utilities,6,1964695
Severe Storm,Massachusetts,2015,April,Public Buildings,13,1961913
Severe Storm,Texas,2015,November,State Management,52,1960175
Severe Storm,Washington,2016,January,Protective Measures,8,1953490
Severe Storm,Hawaii,2014,September,Debris Removal,3,1942813
Severe Storm,Oklahoma,2011,April,Public Utilities,3,1938990
Severe Storm,Oklahoma,2015,May,Water Control Facilities,7,1937062
Severe Storm,California,2019,May,Management Costs,12,1935598
Severe Storm,Wyoming,2017,March,Public Utilities,3,1933062
Severe Storm,Oregon,2019,May,Management Costs,14,1930229
Severe Storm,Kansas,2018,October,"Parks, Recreational Facilities, and Other Items",12,1925913
Severe Storm,Hawaii,2012,April,Roads and Bridges,2,1923329
Severe Storm,Texas,2016,February,State Management,50,1920427
Severe Storm,Massachusetts,2010,March,Public Buildings,6,1919890
Severe Storm,Mississippi,2020,July,Utilities,4,1902423
Severe Storm,Nevada,2017,March,Water Control Facilities,8,1895205
Severe Storm,New Jersey,2016,March,Water Control Facilities,26,1893552
Severe Storm,Oklahoma,2014,January,Public Utilities,4,1890228
Severe Storm,Massachusetts,2015,April,Public Utilities,12,1889764
Severe Storm,Kentucky,2023,April,Emergency Protective Measures,7,1887991
Severe Storm,Tennessee,2014,August,Public Utilities,3,1879242
Severe Storm,Wisconsin,2012,August,Roads and Bridges,2,1873234
Severe Storm,Vermont,2011,July,Public Utilities,5,1862539
Severe Storm,West Virginia,2019,August,Roads and Bridges,6,1857923
Severe Storm,California,2023,April,Buildings and Equipment,12,1850131
Severe Storm,Minnesota,2022,July,Management Costs,7,1844959
Severe Storm,Georgia,2021,May,Roads and Bridges,6,1837615
Severe Storm,Illinois,2023,August,Management Costs,6,1833550
Severe Storm,Oklahoma,2024,June,Debris Removal,3,1832350
Severe Storm,New York,2014,July,State Management,63,1831908
Severe Storm,Oklahoma,2014,January,Debris Removal,6,1828937
Severe Storm,Mississippi,2016,January,Public Utilities,3,1824707
Severe Storm,Tennessee,2019,April,Debris Removal,9,1821336
Severe Storm,Iowa,2018,August,Debris Removal,6,1818522
Severe Storm,North Dakota,2013,July,Water Control Facilities,3,1815834
Severe Storm,California,2019,May,Utilities,7,1815623
Severe Storm,Mississippi,2023,August,Debris Removal,6,1814123
Severe Storm,Alabama,2010,May,Public Utilities,4,1813481
Severe Storm,Oklahoma,2015,May,Recreational or Other,6,1809449
Severe Storm,West Virginia,2019,August,Utilities,5,1806805
Severe Storm,Arkansas,2020,July,Debris Removal,8,1801983
Severe Storm,Missouri,2011,March,Roads and Bridges,3,1798037
Severe Storm,Indiana,2011,June,Protective Measures,3,1796451
Severe Storm,Tennessee,2023,September,Management Costs,7,1790822
Severe Storm,West Virginia,2010,March,Public Utilities,4,1787443
Severe Storm,Mississippi,2017,May,Public Utilities,2,1787384
Severe Storm,New Hampshire,2010,March,Debris Removal,2,1779758
Severe Storm,South Dakota,2013,May,Public Utilities,2,1777472
Severe Storm,Iowa,2011,May,Public Utilities,5,1768733
Severe Storm,Arkansas,2023,November,Utilities,8,1759191
Severe Storm,Mississippi,2019,December,Water Control Facilities,7,1758335
Severe Storm,Colorado,2023,August,Buildings and Equipment,7,1758160
Severe Storm,New Hampshire,2011,December,Debris Removal,1,1754918
Severe Storm,Washington,2020,April,Debris Removal,24,1749969
Severe Storm,Arkansas,2011,May,Recreational or Other,7,1745433
Severe Storm,New Hampshire,2010,March,Public Utilities,4,1743906
Severe Storm,Arkansas,2011,May,State Management,3,1743190
Severe Storm,North Carolina,2011,April,Public Utilities,2,1740736
Severe Storm,West Virginia,2021,May,"Parks, Recreational Facilities, and Other Items",10,1740732
Severe Storm,Georgia,2011,April,Protective Measures,2,1736465
Severe Storm,Oregon,2017,August,Protective Measures,6,1735517
Severe Storm,Tennessee,2014,August,Roads and Bridges,3,1733863
Severe Storm,New York,2014,July,Debris Removal,5,1729209
Severe Storm,New Hampshire,2010,March,Protective Measures,2,1728817
Severe Storm,Texas,2019,February,Utilities,12,1725876
Severe Storm,Massachusetts,2013,April,State Management,3,1725246
Severe Storm,Maryland,2018,June,Water Control Facilities,8,1708680
Severe Storm,Kansas,2022,May,Utilities,19,1708229
Severe Storm,Washington,2020,April,Emergency Protective Measures,18,1703737
Severe Storm,Oregon,2014,April,Debris Removal,2,1702011
Severe Storm,Massachusetts,2010,March,Public Utilities,5,1701923
Severe Storm,Wisconsin,2019,August,Management Costs,9,1698671
Severe Storm,Vermont,2020,January,Management Costs,19,1696738
Severe Storm,Kentucky,2021,March,Roads and Bridges,5,1692725
Severe Storm,New York,2023,July,Management Costs,10,1676082
Severe Storm,Arkansas,2010,February,Public Utilities,6,1674399
Severe Storm,Missouri,2015,August,Debris Removal,7,1671945
Severe Storm,Tennessee,2011,March,Public Utilities,2,1664146
Severe Storm,Nebraska,2010,October,Public Utilities,2,1659492
Severe Storm,Ohio,2011,July,Public Utilities,5,1652505
Severe Storm,Iowa,2018,August,"Parks, Recreational Facilities, and Other Items",9,1651889
Severe Storm,Tennessee,2019,April,"Parks, Recreational Facilities, and Other Items",11,1644556
Severe Storm,Virginia,2012,July,State Management,12,1642485
Severe Storm,New Jersey,2015,July,Protective Measures,4,1639271
Severe Storm,Tennessee,2021,May,"Parks, Recreational Facilities, and Other Items",9,1637142
Severe Storm,Alabama,2016,January,Protective Measures,4,1636985
Severe Storm,Maryland,2018,July,Debris Removal,7,1633924
Severe Storm,Maine,2010,March,Roads and Bridges,4,1630798
Severe Storm,Alaska,2022,March,Utilities,14,1625735
Severe Storm,Connecticut,2010,April,Protective Measures,5,1624211
Severe Storm,New Mexico,2013,September,Debris Removal,6,1623849
Severe Storm,Oklahoma,2010,February,Public Utilities,5,1623154
Severe Storm,Maryland,2012,August,Protective Measures,3,1618087
Severe Storm,Kentucky,2023,May,Utilities,7,1618062
Severe Storm,Arkansas,2015,June,Public Utilities,2,1617848
Severe Storm,Kentucky,2011,July,Roads and Bridges,2,1609596
Severe Storm,Iowa,2020,August,"Parks, Recreational Facilities, and Other Items",14,1609207
Severe Storm,Washington,2022,March,Water Control Facilities,12,1608043
Severe Storm,Montana,2011,June,Recreational or Other,7,1605844
Severe Storm,New Jersey,2016,March,State Management,25,1599918
Severe Storm,Kansas,2013,October,Public Utilities,3,1599787
Severe Storm,Arkansas,2011,July,Public Utilities,3,1599420
Severe Storm,Iowa,2018,September,Debris Removal,10,1598306
Severe Storm,Iowa,2018,August,Utilities,9,1597521
Severe Storm,Oklahoma,2015,May,Debris Removal,7,1594122
Severe Storm,Indiana,2012,March,Public Utilities,2,1593832
Severe Storm,Tennessee,2014,August,Debris Removal,3,1590506
Severe Storm,Louisiana,2021,June,Debris Removal,11,1585156
Severe Storm,Mississippi,2011,April,Roads and Bridges,4,1585135
Severe Storm,Alabama,2020,July,Management Costs,8,1579448
Severe Storm,Oklahoma,2010,May,Debris Removal,3,1575062
Severe Storm,Alabama,2014,May,Protective Measures,6,1570172
Severe Storm,Minnesota,2013,July,Public Utilities,4,1569519
Severe Storm,California,2010,March,State Management,43,1554518
Severe Storm,District of Columbia,2010,March,Recreational or Other,7,1552201
Severe Storm,Oklahoma,2010,July,Public Utilities,4,1545665
Severe Storm,Nebraska,2015,June,Water Control Facilities,10,1541906
Severe Storm,Arkansas,2016,May,Roads and Bridges,5,1538354
Severe Storm,Missouri,2023,September,Utilities,6,1530433
Severe Storm,Texas,2013,December,Debris Removal,9,1529827
Severe Storm,Minnesota,2011,June,Debris Removal,4,1526158
Severe Storm,South Dakota,2010,May,Public Utilities,3,1524356
Severe Storm,Kentucky,2019,April,"Parks, Recreational Facilities, and Other Items",8,1522363
Severe Storm,Kentucky,2022,February,Management Costs,13,1517175
Severe Storm,Nebraska,2010,July,Protective Measures,7,1516569
Severe Storm,Alaska,2022,September,Buildings and Equipment,17,1515987
Severe Storm,Wyoming,2011,July,Protective Measures,3,1514739
Severe Storm,Kentucky,2011,May,Public Utilities,4,1514194
Severe Storm,Oregon,2019,July,Management Costs,22,1495049
Severe Storm,Arkansas,2019,September,Utilities,13,1493103
Severe Storm,Minnesota,2010,October,Debris Removal,4,1483849
Severe Storm,Alabama,2021,April,Utilities,6,1481829
Severe Storm,Vermont,2015,February,Debris Removal,4,1477506
Severe Storm,Florida,2013,August,State Management,54,1477207
Severe Storm,Minnesota,2012,July,State Management,1,1473236
Severe Storm,Indiana,2011,June,Debris Removal,3,1471791
Severe Storm,South Dakota,2019,November,"Parks, Recreational Facilities, and Other Items",11,1469186
Severe Storm,Kentucky,2023,May,Management Costs,9,1459237
Severe Storm,South Dakota,2010,September,Roads and Bridges,3,1454598
Severe Storm,Alaska,2014,January,State Management,115,1454130
Severe Storm,Texas,2024,May,Emergency Protective Measures,4,1446765
Severe Storm,Nevada,2017,February,Debris Removal,6,1438504
Severe Storm,Iowa,2014,August,Public Utilities,6,1433994
Severe Storm,West Virginia,2012,March,Debris Removal,4,1430347
Severe Storm,New Jersey,2010,April,Public Utilities,4,1425226
Severe Storm,Wisconsin,2010,August,Debris Removal,2,1424022
Severe Storm,Kansas,2016,October,Water Control Facilities,5,1423667
Severe Storm,Alabama,2016,January,State Management,33,1423453
Severe Storm,Arkansas,2016,February,Public Utilities,5,1422119
Severe Storm,Kentucky,2016,August,Public Utilities,4,1421395
Severe Storm,Nevada,2023,April,Debris Removal,9,1421184
Severe Storm,Iowa,2013,July,Public Utilities,6,1416017
Severe Storm,Iowa,2013,July,Recreational or Other,6,1415689
Severe Storm,Hawaii,2018,May,Debris Removal,7,1414895
Severe Storm,Indiana,2012,March,Protective Measures,3,1414237
Severe Storm,New York,2010,April,Public Utilities,4,1413444
Severe Storm,Idaho,2021,March,Debris Removal,8,1413385
Severe Storm,Mississippi,2014,April,State Management,69,1410356
Severe Storm,Kentucky,2018,April,Emergency Protective Measures,8,1403911
Severe Storm,Kentucky,2020,April,Utilities,7,1403632
Severe Storm,Pennsylvania,2013,October,Public Utilities,6,1403171
Severe Storm,Kentucky,2020,April,"Parks, Recreational Facilities, and Other Items",8,1401627
Severe Storm,West Virginia,2015,March,Protective Measures,5,1401105
Severe Storm,Montana,2016,May,Public Utilities,2,1394479
Severe Storm,Missouri,2015,August,State Management,2,1393840
Severe Storm,New Hampshire,2011,December,Protective Measures,1,1391617
Severe Storm,Maryland,2012,August,Public Utilities,2,1388830
Severe Storm,Washington,2012,March,State Management,34,1386758
Severe Storm,Mississippi,2011,April,Public Buildings,4,1383778
Severe Storm,Wisconsin,2016,August,Debris Removal,5,1382597
Severe Storm,Kentucky,2021,April,"Parks, Recreational Facilities, and Other Items",8,1379832
Severe Storm,New Jersey,2010,April,Public Buildings,4,1374873
Severe Storm,Minnesota,2022,July,"Parks, Recreational Facilities, and Other Items",8,1374408
Severe Storm,New York,2023,July,Emergency Protective Measures,7,1374084
Severe Storm,West Virginia,2018,July,Roads and Bridges,7,1373303
Severe Storm,Alaska,2012,November,State Management,125,1371779
Severe Storm,Kentucky,2010,May,Public Buildings,7,1369361
Severe Storm,North Carolina,2010,February,Protective Measures,2,1368595
Severe Storm,Pennsylvania,2013,October,Debris Removal,5,1365364
Severe Storm,Texas,2015,November,Debris Removal,7,1360222
Severe Storm,Alaska,2012,November,Debris Removal,2,1359423
Severe Storm,South Carolina,2020,May,Management Costs,10,1358939
Severe Storm,Nevada,2017,March,Roads and Bridges,8,1351027
Severe Storm,Iowa,2011,August,Debris Removal,4,1348628
Severe Storm,Connecticut,2011,November,State Management,2,1348582
Severe Storm,Oregon,2019,May,Roads and Bridges,12,1345856
Severe Storm,New York,2024,January,Emergency Protective Measures,5,1340333
Severe Storm,Alabama,2018,April,Emergency Protective Measures,4,1335463
Severe Storm,Massachusetts,2013,April,Debris Removal,43,1335459
Severe Storm,Nebraska,2017,August,Debris Removal,7,1334424
Severe Storm,Indiana,2012,March,Debris Removal,3,1322446
Severe Storm,Tennessee,2020,April,Management Costs,11,1316810
Severe Storm,Missouri,2021,September,Water Control Facilities,12,1316010
Severe Storm,Vermont,2018,July,Utilities,5,1307160
Severe Storm,Wisconsin,2010,August,Recreational or Other,3,1303626
Severe Storm,South Dakota,2022,August,Utilities,6,1303301
Severe Storm,Montana,2014,October,Roads and Bridges,1,1297079
Severe Storm,Kentucky,2010,May,Protective Measures,7,1293366
Severe Storm,West Virginia,2012,March,Protective Measures,3,1288075
Severe Storm,Michigan,2020,July,Debris Removal,5,1288030
Severe Storm,Nebraska,2013,November,Public Utilities,4,1287956
Severe Storm,South Dakota,2019,November,Debris Removal,8,1278933
Severe Storm,Tennessee,2019,December,Management Costs,9,1274206
Severe Storm,Alaska,2021,February,Debris Removal,17,1272193
Severe Storm,Nebraska,2017,August,Protective Measures,10,1271312
Severe Storm,Iowa,2013,July,State Management,10,1267054
Severe Storm,Arkansas,2017,June,Debris Removal,6,1251490
Severe Storm,Wisconsin,2012,August,Debris Removal,1,1245129
Severe Storm,Oklahoma,2011,June,Debris Removal,3,1244013
Severe Storm,Vermont,2023,July,Utilities,10,1239039
Severe Storm,West Virginia,2015,March,Debris Removal,5,1232523
Severe Storm,Nebraska,2015,June,Recreational or Other,5,1229182
Severe Storm,Nebraska,2021,September,Management Costs,7,1228972
Severe Storm,Florida,2012,July,Debris Removal,3,1220496
Severe Storm,New Mexico,2014,October,Protective Measures,5,1218719
Severe Storm,Florida,2012,July,Public Buildings,5,1217949
Severe Storm,Colorado,2023,August,Debris Removal,8,1214207
Severe Storm,Missouri,2022,August,Emergency Protective Measures,6,1208990
Severe Storm,Illinois,2011,June,Public Utilities,3,1199821
